brand,model,year,price,mileage,fuel_type,transmission
Ford,Fiesta,2016,8444,242797,Electric,Manual
Kia,Sportage,2010,5491,195406,Hybrid,Semi-Automatic
Kia,Optima,2021,15603,39843,Electric,Semi-Automatic
Chevrolet,Impala,2004,7013,74305,Petrol,Manual
Ford,Explorer,2010,11910,9463,Electric,Manual
Chevrolet,Malibu,2019,11994,65264,Hybrid,Semi-Automatic
Honda,CR-V,2016,10799,85010,Diesel,Manual
Ford,Fiesta,2009,5862,181856,Petrol,Semi-Automatic
Hyundai,Elantra,2009,8525,83750,Petrol,Semi-Automatic
Toyota,Camry,2014,9257,142119,Electric,Manual
Audi,Q5,2014,12249,97537,Petrol,Automatic
Chevrolet,Impala,2017,15293,20308,Electric,Automatic
Honda,Civic,2011,9808,204561,Electric,Manual
Chevrolet,Impala,2020,12124,268777,Hybrid,Automatic
Volkswagen,Golf,2019,13809,64548,Electric,Manual
Mercedes,E-Class,2011,6620,208998,Electric,Semi-Automatic
Honda,CR-V,2020,15990,20484,Electric,Semi-Automatic
Audi,A4,2017,13081,95902,Hybrid,Automatic
Audi,A3,2006,8728,103578,Electric,Automatic
BMW,5 Series,2005,9296,80192,Hybrid,Semi-Automatic
Volkswagen,Tiguan,2005,8472,51361,Electric,Manual
Ford,Focus,2022,13752,207358,Electric,Automatic
Chevrolet,Malibu,2013,9552,232392,Electric,Automatic
Ford,Explorer,2002,6354,222292,Diesel,Automatic
Mercedes,C-Class,2012,12440,67976,Electric,Automatic
Honda,Civic,2001,10872,1383,Hybrid,Automatic
Honda,Accord,2018,8491,125435,Diesel,Semi-Automatic
Toyota,RAV4,2021,10087,230631,Hybrid,Automatic
Honda,Civic,2005,5058,212060,Diesel,Automatic
Ford,Focus,2009,5955,222222,Diesel,Manual
Mercedes,GLA,2010,9756,212166,Electric,Automatic
Honda,CR-V,2017,13027,93604,Hybrid,Automatic
Chevrolet,Impala,2010,7542,202890,Diesel,Manual
Toyota,RAV4,2014,9721,133938,Petrol,Manual
Mercedes,GLA,2023,9622,198863,Hybrid,Semi-Automatic
Mercedes,GLA,2009,9266,31670,Petrol,Manual
Ford,Explorer,2000,5545,92704,Diesel,Manual
Kia,Rio,2016,10447,147604,Hybrid,Manual
Honda,Accord,2021,12815,24244,Hybrid,Semi-Automatic
Chevrolet,Impala,2019,13107,34648,Hybrid,Manual
Honda,Accord,2016,12213,139325,Electric,Manual
Audi,A4,2010,8227,93634,Diesel,Automatic
BMW,5 Series,2011,7128,168566,Petrol,Semi-Automatic
Chevrolet,Malibu,2011,9485,225747,Electric,Automatic
BMW,3 Series,2011,7072,201386,Hybrid,Automatic
BMW,3 Series,2014,11416,174169,Electric,Automatic
Ford,Explorer,2021,13221,128902,Petrol,Automatic
Ford,Focus,2016,10897,120127,Diesel,Automatic
Ford,Fiesta,2023,8060,296982,Diesel,Semi-Automatic
Toyota,Corolla,2008,11080,60987,Petrol,Automatic
Honda,Accord,2012,11746,192668,Electric,Automatic
BMW,5 Series,2009,7308,59558,Diesel,Manual
Mercedes,C-Class,2015,9246,217659,Diesel,Automatic
Honda,Accord,2010,7763,91828,Hybrid,Semi-Automatic
Hyundai,Tucson,2010,8306,44690,Petrol,Semi-Automatic
BMW,3 Series,2017,9254,182293,Diesel,Manual
BMW,X5,2023,9679,226042,Petrol,Semi-Automatic
Chevrolet,Malibu,2001,5263,156848,Petrol,Manual
Audi,Q5,2023,11968,11565,Diesel,Semi-Automatic
Kia,Optima,2014,7964,86788,Diesel,Manual
Hyundai,Elantra,2021,14503,139803,Hybrid,Automatic
Mercedes,E-Class,2014,7577,166129,Diesel,Manual
Volkswagen,Passat,2019,9960,241961,Petrol,Automatic
Chevrolet,Equinox,2022,8086,235673,Hybrid,Semi-Automatic
Honda,CR-V,2015,8711,234430,Hybrid,Semi-Automatic
Volkswagen,Tiguan,2005,7291,150442,Petrol,Manual
Toyota,RAV4,2012,6216,184186,Petrol,Semi-Automatic
Kia,Sportage,2023,11657,52144,Petrol,Semi-Automatic
Mercedes,E-Class,2013,8562,116858,Diesel,Manual
Honda,CR-V,2013,11750,37452,Diesel,Manual
Ford,Explorer,2002,6050,12478,Diesel,Manual
Hyundai,Tucson,2007,5588,200597,Diesel,Manual
Audi,A4,2000,6502,44891,Diesel,Automatic
Toyota,RAV4,2018,13209,39526,Petrol,Automatic
Chevrolet,Malibu,2005,8256,42171,Electric,Manual
Honda,CR-V,2020,13828,138575,Hybrid,Automatic
BMW,3 Series,2022,14234,73285,Hybrid,Automatic
Toyota,Camry,2007,8540,67973,Petrol,Automatic
Mercedes,E-Class,2008,12498,50096,Electric,Manual
Hyundai,Sonata,2006,8531,13435,Hybrid,Semi-Automatic
Volkswagen,Golf,2009,7767,161642,Electric,Semi-Automatic
Honda,CR-V,2021,14036,173195,Hybrid,Automatic
Toyota,Corolla,2006,11533,28336,Hybrid,Automatic
Kia,Rio,2011,6912,194364,Petrol,Semi-Automatic
Audi,A4,2011,9172,91365,Petrol,Manual
Volkswagen,Tiguan,2023,16143,72819,Hybrid,Automatic
Hyundai,Tucson,2015,12778,31069,Petrol,Automatic
Volkswagen,Passat,2005,6891,165428,Hybrid,Automatic
Audi,A3,2004,10993,20308,Petrol,Automatic
Mercedes,C-Class,2000,6784,70784,Petrol,Semi-Automatic
Audi,A4,2005,10329,43525,Hybrid,Automatic
Audi,A4,2008,6524,228784,Hybrid,Manual
Honda,CR-V,2004,7254,62278,Hybrid,Semi-Automatic
Chevrolet,Impala,2019,10663,146849,Petrol,Automatic
Ford,Fiesta,2012,8729,173506,Petrol,Automatic
Kia,Sportage,2023,10383,190846,Electric,Manual
Audi,A4,2018,12223,8842,Diesel,Manual
Kia,Rio,2022,15474,21289,Hybrid,Semi-Automatic
Audi,A4,2010,6960,271969,Diesel,Automatic
Hyundai,Tucson,2023,12512,169381,Diesel,Automatic
Chevrolet,Impala,2001,6346,117685,Diesel,Manual
Kia,Optima,2014,10061,96918,Petrol,Semi-Automatic
BMW,3 Series,2013,7834,208293,Hybrid,Automatic
Honda,Accord,2012,8780,135966,Hybrid,Semi-Automatic
Ford,Focus,2002,5133,293330,Electric,Automatic
Ford,Focus,2009,8015,244248,Electric,Semi-Automatic
Hyundai,Tucson,2010,5783,235850,Hybrid,Manual
Toyota,Camry,2016,11088,115571,Hybrid,Automatic
Kia,Optima,2013,9069,36507,Diesel,Semi-Automatic
Audi,Q5,2023,10684,245796,Hybrid,Semi-Automatic
Mercedes,GLA,2014,14946,12671,Electric,Manual
Chevrolet,Impala,2008,6630,173500,Diesel,Manual
Chevrolet,Impala,2023,8967,281615,Petrol,Automatic
Kia,Rio,2020,9452,142392,Diesel,Manual
Kia,Optima,2023,8813,189334,Petrol,Semi-Automatic
BMW,5 Series,2022,11713,229332,Electric,Automatic
Honda,Accord,2008,8492,120374,Petrol,Manual
Hyundai,Elantra,2015,11178,36064,Diesel,Automatic
Honda,Civic,2014,8241,247925,Petrol,Semi-Automatic
BMW,3 Series,2023,14848,142564,Electric,Automatic
Toyota,RAV4,2017,9860,196995,Diesel,Automatic
Hyundai,Elantra,2023,13609,74502,Hybrid,Manual
Hyundai,Tucson,2011,6124,298757,Electric,Manual
Volkswagen,Golf,2008,6919,179010,Electric,Semi-Automatic
Hyundai,Sonata,2007,8548,97552,Hybrid,Automatic
Volkswagen,Passat,2006,6708,149573,Petrol,Semi-Automatic
Chevrolet,Impala,2013,12972,21396,Diesel,Automatic
Honda,CR-V,2002,7915,84234,Hybrid,Manual
Toyota,RAV4,2013,7743,87831,Petrol,Semi-Automatic
Audi,A4,2022,12507,109649,Petrol,Semi-Automatic
Volkswagen,Passat,2022,13039,28004,Petrol,Automatic
Kia,Optima,2012,6403,259817,Hybrid,Manual
Audi,A4,2013,10325,233742,Hybrid,Automatic
Volkswagen,Tiguan,2020,9955,172227,Petrol,Manual
Toyota,RAV4,2011,14630,13473,Hybrid,Automatic
Honda,Civic,2003,5098,170089,Diesel,Semi-Automatic
BMW,X5,2020,12107,54614,Diesel,Manual
Kia,Optima,2006,6177,276138,Electric,Manual
BMW,3 Series,2021,10784,85775,Diesel,Semi-Automatic
Chevrolet,Impala,2020,13947,7623,Hybrid,Semi-Automatic
Kia,Rio,2006,7305,134712,Diesel,Manual
Volkswagen,Tiguan,2009,6345,252720,Electric,Manual
BMW,X5,2016,11212,69374,Diesel,Automatic
Audi,A3,2022,12972,286355,Electric,Automatic
Hyundai,Tucson,2018,13539,3022,Hybrid,Automatic
BMW,X5,2007,6885,140717,Petrol,Semi-Automatic
Audi,A4,2022,11206,94696,Hybrid,Manual
Volkswagen,Golf,2000,7767,36648,Hybrid,Automatic
Volkswagen,Golf,2012,7258,182056,Petrol,Manual
Ford,Fiesta,2007,6390,210486,Diesel,Automatic
Kia,Rio,2006,7504,119785,Electric,Manual
Ford,Focus,2020,11348,222571,Electric,Automatic
Kia,Rio,2015,8664,181782,Diesel,Semi-Automatic
Chevrolet,Equinox,2012,5441,277925,Petrol,Semi-Automatic
Honda,Civic,2012,7267,206605,Diesel,Manual
Volkswagen,Tiguan,2012,9812,34356,Diesel,Automatic
Ford,Focus,2006,5110,204468,Petrol,Semi-Automatic
Toyota,Corolla,2007,7003,164847,Electric,Semi-Automatic
Ford,Explorer,2007,5964,256751,Petrol,Manual
Audi,A4,2022,10513,199301,Hybrid,Manual
Chevrolet,Impala,2022,11061,146938,Petrol,Automatic
Mercedes,GLA,2006,6291,185420,Hybrid,Automatic
Volkswagen,Golf,2022,9680,185988,Hybrid,Manual
Hyundai,Elantra,2006,7503,294825,Electric,Automatic
Kia,Optima,2011,6764,186782,Diesel,Automatic
Honda,CR-V,2012,7221,138932,Diesel,Manual
Mercedes,C-Class,2004,10354,32252,Hybrid,Automatic
Ford,Explorer,2010,7244,152776,Petrol,Semi-Automatic
Chevrolet,Equinox,2003,10766,61700,Electric,Automatic
Mercedes,E-Class,2021,14563,31848,Diesel,Semi-Automatic
Mercedes,GLA,2022,12924,3788,Hybrid,Manual
Audi,A3,2019,13298,60084,Petrol,Automatic
Honda,Civic,2023,14159,72025,Diesel,Manual
Mercedes,GLA,2010,7264,251783,Electric,Automatic
Chevrolet,Equinox,2011,12686,35655,Hybrid,Automatic
Chevrolet,Malibu,2019,12079,11001,Diesel,Manual
BMW,3 Series,2003,8738,48097,Diesel,Manual
Mercedes,GLA,2023,14115,9218,Electric,Manual
Toyota,Camry,2023,13624,73774,Diesel,Automatic
Ford,Explorer,2007,7238,183051,Electric,Manual
Audi,A4,2010,7809,124510,Hybrid,Semi-Automatic
Mercedes,GLA,2012,8680,200981,Diesel,Manual
BMW,3 Series,2008,9556,17194,Diesel,Manual
Chevrolet,Equinox,2007,10025,108716,Electric,Manual
Ford,Fiesta,2017,11973,6319,Diesel,Automatic
Kia,Optima,2018,8998,100084,Petrol,Manual
Honda,Civic,2015,11106,59678,Petrol,Manual
Volkswagen,Golf,2013,8958,167096,Hybrid,Semi-Automatic
Ford,Focus,2010,6196,290186,Electric,Automatic
Toyota,Corolla,2005,9878,186080,Electric,Automatic
Ford,Focus,2001,5043,67832,Diesel,Semi-Automatic
Chevrolet,Equinox,2016,12343,72828,Hybrid,Manual
Kia,Sportage,2014,9026,13682,Petrol,Manual
Kia,Rio,2002,6633,103334,Petrol,Automatic
Chevrolet,Malibu,2023,12296,125172,Hybrid,Semi-Automatic
Audi,A3,2007,9529,3514,Petrol,Semi-Automatic
Mercedes,E-Class,2008,10168,106591,Electric,Manual
Hyundai,Sonata,2012,7110,134479,Hybrid,Semi-Automatic
Kia,Optima,2017,13960,166993,Electric,Automatic
Chevrolet,Malibu,2012,12796,165196,Electric,Automatic
Volkswagen,Passat,2006,12981,65918,Electric,Automatic
BMW,X5,2020,11834,133294,Electric,Semi-Automatic
Honda,CR-V,2012,10845,72724,Diesel,Automatic
Honda,Accord,2017,7174,151252,Diesel,Semi-Automatic
Honda,Accord,2013,8945,182736,Diesel,Manual
Volkswagen,Tiguan,2009,10862,116854,Petrol,Automatic
Volkswagen,Golf,2022,8500,164969,Petrol,Semi-Automatic
Toyota,Corolla,2006,10773,21306,Electric,Semi-Automatic
Audi,A4,2017,8044,152772,Diesel,Semi-Automatic
Hyundai,Elantra,2005,8376,36156,Petrol,Automatic
Audi,A3,2019,12380,130959,Electric,Automatic
Ford,Fiesta,2010,7780,145953,Hybrid,Manual
Volkswagen,Passat,2020,16133,13344,Electric,Semi-Automatic
Honda,Civic,2018,14810,39465,Diesel,Automatic
Volkswagen,Golf,2004,6893,65347,Petrol,Semi-Automatic
Hyundai,Elantra,2005,5492,275360,Hybrid,Manual
Hyundai,Tucson,2023,14168,141572,Diesel,Automatic
BMW,X5,2010,6616,174164,Hybrid,Semi-Automatic
Kia,Optima,2022,13980,260953,Electric,Automatic
Toyota,Corolla,2019,12692,55370,Electric,Manual
BMW,3 Series,2012,9971,161431,Diesel,Automatic
Volkswagen,Golf,2001,7013,159349,Hybrid,Automatic
Mercedes,C-Class,2020,9054,177299,Diesel,Manual
Audi,A3,2012,11979,76005,Diesel,Automatic
Ford,Focus,2003,8357,72117,Petrol,Automatic
BMW,5 Series,2000,9181,90949,Hybrid,Automatic
Volkswagen,Passat,2018,10957,77132,Diesel,Semi-Automatic
BMW,5 Series,2008,10677,96132,Electric,Automatic
Honda,Civic,2017,10505,214703,Electric,Manual
Hyundai,Tucson,2007,7276,61157,Hybrid,Manual
Mercedes,GLA,2004,7497,220120,Electric,Automatic
Audi,Q5,2005,9541,127914,Hybrid,Automatic
Mercedes,C-Class,2014,11121,93908,Diesel,Semi-Automatic
Volkswagen,Tiguan,2008,7168,271567,Electric,Automatic
BMW,5 Series,2017,12255,67229,Petrol,Manual
Volkswagen,Passat,2011,9047,217628,Diesel,Automatic
Volkswagen,Golf,2005,6359,12018,Petrol,Semi-Automatic
Ford,Fiesta,2007,7008,164557,Petrol,Manual
Chevrolet,Impala,2003,9835,48225,Hybrid,Automatic
BMW,X5,2018,10485,80745,Petrol,Semi-Automatic
Chevrolet,Malibu,2019,11177,216108,Diesel,Automatic
Ford,Fiesta,2023,12672,131367,Hybrid,Manual
Audi,A4,2004,8364,36797,Electric,Semi-Automatic
Ford,Explorer,2008,7175,136205,Diesel,Semi-Automatic
Toyota,RAV4,2016,9614,89271,Diesel,Semi-Automatic
Mercedes,C-Class,2010,6029,268505,Diesel,Semi-Automatic
Honda,CR-V,2013,7941,252912,Hybrid,Automatic
Audi,A3,2014,9312,109357,Electric,Semi-Automatic
Audi,Q5,2020,10384,205760,Diesel,Semi-Automatic
Volkswagen,Passat,2005,8733,8332,Hybrid,Manual
Audi,A4,2018,11864,36774,Petrol,Automatic
Audi,A3,2015,7134,293281,Hybrid,Manual
Hyundai,Elantra,2002,8428,28597,Diesel,Manual
Volkswagen,Tiguan,2023,10068,241576,Diesel,Automatic
Mercedes,E-Class,2004,11966,6686,Electric,Automatic
Kia,Rio,2005,5066,251675,Petrol,Semi-Automatic
Chevrolet,Impala,2020,10531,293448,Diesel,Automatic
Chevrolet,Equinox,2011,7337,218104,Hybrid,Semi-Automatic
BMW,5 Series,2007,11110,54474,Electric,Semi-Automatic
Kia,Optima,2001,5762,206883,Hybrid,Automatic
Audi,A4,2013,10303,159818,Hybrid,Manual
Kia,Optima,2021,10072,221369,Hybrid,Automatic
Audi,A4,2009,9484,200779,Electric,Semi-Automatic
Ford,Fiesta,2023,12253,177302,Petrol,Manual
Chevrolet,Impala,2021,10708,114586,Diesel,Manual
Kia,Optima,2022,8327,193631,Petrol,Semi-Automatic
Hyundai,Tucson,2007,10629,28536,Hybrid,Automatic
Hyundai,Sonata,2005,8223,153813,Hybrid,Manual
Kia,Optima,2007,10524,108785,Electric,Automatic
Kia,Rio,2005,11357,62128,Electric,Automatic
Honda,Accord,2020,14182,5872,Diesel,Semi-Automatic
Kia,Optima,2012,9021,63914,Diesel,Manual
Audi,A3,2013,9007,104625,Hybrid,Manual
Audi,A3,2009,9640,37980,Electric,Manual
Ford,Fiesta,2010,7741,172905,Diesel,Semi-Automatic
Ford,Focus,2015,13379,36038,Electric,Automatic
Hyundai,Sonata,2007,6546,167698,Petrol,Automatic
Honda,Civic,2021,6109,299534,Diesel,Semi-Automatic
Audi,Q5,2014,7472,96388,Petrol,Semi-Automatic
Ford,Fiesta,2022,10819,184018,Petrol,Semi-Automatic
Volkswagen,Tiguan,2014,11795,70218,Diesel,Semi-Automatic
Volkswagen,Golf,2019,13858,17084,Hybrid,Manual
Honda,Accord,2021,10516,279200,Electric,Manual
Toyota,Corolla,2014,10868,66560,Hybrid,Automatic
Chevrolet,Malibu,2005,8233,28310,Petrol,Semi-Automatic
Audi,A3,2012,6016,224164,Petrol,Semi-Automatic
Ford,Explorer,2010,7140,47989,Diesel,Semi-Automatic
Hyundai,Elantra,2005,6716,189191,Petrol,Semi-Automatic
BMW,5 Series,2010,10745,12730,Hybrid,Manual
Chevrolet,Equinox,2002,7275,41238,Electric,Semi-Automatic
Kia,Optima,2010,5506,274652,Diesel,Automatic
Volkswagen,Golf,2012,8784,200782,Electric,Semi-Automatic
Ford,Fiesta,2013,12185,30705,Hybrid,Automatic
Ford,Focus,2018,13987,95603,Hybrid,Automatic
Audi,A3,2003,7752,17382,Petrol,Automatic
Toyota,RAV4,2021,8948,287595,Electric,Semi-Automatic
Hyundai,Tucson,2012,13773,26324,Hybrid,Automatic
Chevrolet,Impala,2013,8522,178881,Petrol,Semi-Automatic
Honda,Civic,2022,14829,28519,Hybrid,Semi-Automatic
Kia,Optima,2022,8576,216164,Hybrid,Semi-Automatic
Honda,CR-V,2012,11753,137306,Electric,Manual
Audi,Q5,2015,11846,72661,Hybrid,Manual
Toyota,Camry,2019,15366,21694,Electric,Automatic
BMW,5 Series,2011,10951,152438,Electric,Manual
Audi,A3,2010,5545,282744,Hybrid,Automatic
Chevrolet,Impala,2017,10107,94622,Diesel,Automatic
Hyundai,Elantra,2009,7076,156159,Hybrid,Manual
BMW,3 Series,2021,12480,85961,Petrol,Semi-Automatic
BMW,3 Series,2000,9045,52735,Electric,Manual
Mercedes,C-Class,2008,10131,13436,Electric,Manual
Volkswagen,Tiguan,2000,8320,3960,Hybrid,Manual
Honda,Accord,2012,5891,250415,Hybrid,Manual
Volkswagen,Tiguan,2018,5564,256752,Diesel,Manual
Chevrolet,Impala,2014,10205,249726,Electric,Manual
Chevrolet,Malibu,2002,5013,194326,Hybrid,Semi-Automatic
Hyundai,Elantra,2016,12735,123202,Electric,Manual
Mercedes,E-Class,2019,13141,162928,Electric,Manual
Honda,CR-V,2001,7640,22996,Hybrid,Automatic
Audi,Q5,2021,14161,131915,Electric,Manual
Ford,Explorer,2004,6102,109854,Diesel,Automatic
Chevrolet,Malibu,2005,9083,80842,Diesel,Automatic
Volkswagen,Tiguan,2008,10753,47315,Diesel,Automatic
BMW,3 Series,2013,5183,295843,Petrol,Semi-Automatic
Chevrolet,Impala,2012,8042,132867,Diesel,Manual
Hyundai,Elantra,2021,12991,80426,Electric,Manual
Toyota,Camry,2007,8342,187853,Electric,Manual
Audi,A3,2011,9207,24620,Diesel,Semi-Automatic
Honda,Accord,2015,9449,287534,Electric,Manual
BMW,5 Series,2014,6559,242002,Hybrid,Semi-Automatic
Hyundai,Elantra,2010,9724,53796,Electric,Manual
Kia,Rio,2003,9335,3214,Diesel,Automatic
Hyundai,Tucson,2020,11567,196637,Electric,Manual
Mercedes,GLA,2013,8888,200557,Hybrid,Semi-Automatic
Kia,Rio,2005,9203,84833,Hybrid,Semi-Automatic
Mercedes,E-Class,2019,7305,259731,Petrol,Semi-Automatic
Toyota,RAV4,2023,8580,240972,Petrol,Semi-Automatic
Ford,Fiesta,2013,7278,271069,Diesel,Semi-Automatic
Toyota,Corolla,2012,11166,141669,Electric,Automatic
Chevrolet,Equinox,2019,8268,266566,Hybrid,Manual
Volkswagen,Golf,2011,5883,265824,Electric,Manual
Mercedes,C-Class,2015,11706,94668,Hybrid,Manual
Toyota,Camry,2010,10555,112242,Hybrid,Semi-Automatic
Kia,Rio,2013,8636,213200,Petrol,Automatic
Chevrolet,Malibu,2016,11843,42849,Hybrid,Semi-Automatic
Honda,Accord,2018,9009,114519,Petrol,Semi-Automatic
Volkswagen,Tiguan,2004,6097,105124,Diesel,Automatic
Chevrolet,Malibu,2014,7462,181873,Hybrid,Manual
Chevrolet,Impala,2011,8359,42008,Petrol,Semi-Automatic
Ford,Focus,2010,7879,286041,Hybrid,Automatic
Kia,Optima,2023,11567,156622,Hybrid,Semi-Automatic
Chevrolet,Impala,2004,9373,31309,Petrol,Automatic
Mercedes,GLA,2020,11956,112165,Petrol,Manual
Audi,A3,2009,8697,125102,Hybrid,Semi-Automatic
Kia,Sportage,2022,12007,34636,Petrol,Manual
Chevrolet,Equinox,2017,11120,188995,Electric,Manual
Ford,Fiesta,2004,8649,162517,Hybrid,Automatic
Honda,Civic,2011,7533,113336,Diesel,Manual
BMW,3 Series,2009,8241,22913,Petrol,Semi-Automatic
BMW,3 Series,2012,9128,293559,Electric,Automatic
Honda,Civic,2016,8397,175145,Petrol,Semi-Automatic
Hyundai,Sonata,2015,9561,276921,Hybrid,Automatic
BMW,3 Series,2023,10348,297597,Hybrid,Semi-Automatic
Toyota,RAV4,2007,12989,55525,Electric,Automatic
BMW,3 Series,2003,5475,221213,Diesel,Manual
Chevrolet,Impala,2005,10730,83483,Electric,Automatic
Hyundai,Sonata,2002,5251,122439,Diesel,Semi-Automatic
Toyota,Corolla,2005,5401,139937,Hybrid,Semi-Automatic
Audi,A3,2015,8112,209358,Petrol,Semi-Automatic
Chevrolet,Equinox,2006,7717,224114,Electric,Automatic
Toyota,RAV4,2009,10482,110879,Electric,Semi-Automatic
Toyota,RAV4,2022,9208,124573,Petrol,Semi-Automatic
Chevrolet,Impala,2004,5784,40779,Diesel,Manual
Kia,Sportage,2017,12731,83450,Hybrid,Manual
Toyota,Corolla,2023,13491,75435,Hybrid,Manual
Toyota,RAV4,2014,9977,216123,Electric,Semi-Automatic
Mercedes,E-Class,2017,10703,229816,Electric,Semi-Automatic
BMW,5 Series,2004,6069,196545,Electric,Manual
BMW,3 Series,2012,7998,185073,Diesel,Semi-Automatic
Audi,A3,2022,7700,259968,Diesel,Manual
Kia,Sportage,2020,13422,103894,Hybrid,Semi-Automatic
BMW,5 Series,2003,5428,143584,Hybrid,Semi-Automatic
Kia,Rio,2010,10248,167567,Electric,Automatic
Hyundai,Sonata,2012,9127,163639,Petrol,Semi-Automatic
Ford,Explorer,2006,8179,181025,Electric,Manual
Honda,Accord,2012,8572,231368,Hybrid,Semi-Automatic
Chevrolet,Equinox,2013,6068,281563,Petrol,Semi-Automatic
Audi,Q5,2019,11766,61680,Petrol,Semi-Automatic
BMW,3 Series,2013,11278,121063,Hybrid,Automatic
Ford,Focus,2018,9459,292022,Electric,Automatic
Honda,CR-V,2016,13996,95176,Hybrid,Automatic
Chevrolet,Malibu,2014,11064,81794,Diesel,Manual
Ford,Explorer,2023,9882,205866,Petrol,Manual
Hyundai,Tucson,2006,8717,24121,Petrol,Manual
Honda,Civic,2001,6384,85799,Diesel,Automatic
Ford,Fiesta,2018,9641,177936,Petrol,Semi-Automatic
Audi,A3,2008,13080,10998,Electric,Automatic
Kia,Optima,2010,7181,190927,Petrol,Semi-Automatic
Honda,CR-V,2020,10834,213276,Hybrid,Semi-Automatic
Mercedes,E-Class,2014,8662,171872,Diesel,Manual
Toyota,Camry,2022,15766,16671,Electric,Semi-Automatic
Kia,Sportage,2012,7914,239265,Electric,Automatic
BMW,X5,2013,7152,137384,Diesel,Semi-Automatic
Ford,Focus,2017,13833,48301,Diesel,Automatic
Toyota,RAV4,2004,6604,129753,Petrol,Automatic
Chevrolet,Impala,2023,13156,192182,Hybrid,Automatic
Honda,Accord,2014,7109,224542,Diesel,Manual
Chevrolet,Malibu,2001,6570,186492,Electric,Automatic
Hyundai,Sonata,2017,7544,262794,Hybrid,Semi-Automatic
Chevrolet,Equinox,2009,12098,35087,Electric,Automatic
Chevrolet,Equinox,2013,7897,120114,Hybrid,Manual
Kia,Sportage,2020,14048,52571,Petrol,Automatic
BMW,X5,2003,9611,49421,Diesel,Automatic
Volkswagen,Golf,2010,5584,230782,Petrol,Semi-Automatic
Chevrolet,Impala,2009,7948,192593,Petrol,Automatic
Chevrolet,Impala,2014,11186,10672,Diesel,Semi-Automatic
Toyota,Camry,2010,7291,240407,Electric,Automatic
Honda,Civic,2018,7462,286878,Electric,Manual
Kia,Sportage,2019,10576,26192,Diesel,Semi-Automatic
Volkswagen,Passat,2023,15448,32598,Hybrid,Automatic
Kia,Rio,2010,9898,175065,Petrol,Automatic
Kia,Sportage,2009,7453,212334,Petrol,Manual
Toyota,Camry,2009,9110,74482,Electric,Semi-Automatic
BMW,5 Series,2001,5137,228131,Electric,Manual
Chevrolet,Malibu,2016,11019,199029,Diesel,Automatic
Toyota,Corolla,2023,15170,26460,Diesel,Manual
BMW,5 Series,2015,10360,76995,Petrol,Automatic
BMW,X5,2000,7085,65733,Petrol,Automatic
Mercedes,E-Class,2014,9686,215666,Petrol,Automatic
Audi,A4,2023,11794,130279,Hybrid,Manual
Mercedes,E-Class,2009,9662,251891,Electric,Automatic
Honda,CR-V,2009,8291,115405,Hybrid,Automatic
Audi,A3,2016,11847,137610,Electric,Semi-Automatic
Volkswagen,Passat,2017,9549,297508,Hybrid,Automatic
Chevrolet,Equinox,2008,10615,134214,Electric,Manual
Hyundai,Elantra,2016,9458,187053,Diesel,Manual
Volkswagen,Passat,2007,11831,28420,Petrol,Automatic
Kia,Optima,2012,6093,200323,Diesel,Semi-Automatic
Chevrolet,Equinox,2011,10119,89049,Diesel,Semi-Automatic
Ford,Fiesta,2005,7215,224243,Petrol,Automatic
BMW,5 Series,2007,9406,134697,Diesel,Automatic
Kia,Sportage,2017,9730,108479,Petrol,Semi-Automatic
Hyundai,Elantra,2005,9275,76250,Electric,Automatic
Audi,A3,2018,12976,46165,Diesel,Manual
BMW,3 Series,2023,12017,174102,Hybrid,Automatic
Ford,Fiesta,2019,13936,8168,Petrol,Manual
BMW,X5,2006,8452,182367,Hybrid,Automatic
Hyundai,Tucson,2002,8875,31239,Hybrid,Manual
Audi,A4,2001,6202,194851,Hybrid,Manual
BMW,5 Series,2012,9487,90604,Diesel,Semi-Automatic
Volkswagen,Passat,2016,8709,129525,Diesel,Semi-Automatic
Ford,Fiesta,2006,7500,154963,Electric,Automatic
Volkswagen,Passat,2005,5320,238981,Hybrid,Semi-Automatic
Volkswagen,Passat,2003,5563,296836,Hybrid,Automatic
Volkswagen,Tiguan,2011,6000,199966,Diesel,Semi-Automatic
Ford,Focus,2003,8054,177271,Electric,Manual
BMW,X5,2008,8102,39867,Diesel,Semi-Automatic
Toyota,RAV4,2006,5793,170302,Hybrid,Manual
Hyundai,Elantra,2008,12469,31509,Electric,Automatic
